,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
296,41,blue-collar,married,secondary,no,2157,yes,no,unknown,14,may,154,2,-1,0,unknown,no
297,29,blue-collar,married,primary,no,544,no,yes,cellular,21,jul,121,4,-1,0,unknown,no
298,45,blue-collar,divorced,secondary,no,756,yes,no,unknown,6,may,179,2,-1,0,unknown,no
299,40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes
300,31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,529,1,-1,0,unknown,yes
301,34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,1,-1,0,unknown,no
302,36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
303,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
304,36,technician,married,secondary,no,1368,no,no,cellular,1,jun,516,1,292,5,failure,yes
305,57,entrepreneur,divorced,tertiary,no,873,no,no,unknown,17,jun,441,3,-1,0,unknown,no
306,44,management,married,tertiary,no,-600,yes,no,cellular,18,aug,360,1,-1,0,unknown,no
307,38,technician,married,primary,no,217,yes,no,unknown,9,jun,491,6,-1,0,unknown,yes
308,27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,182,1,success,yes
309,35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,2,-1,0,unknown,no
310,40,self-employed,single,tertiary,no,1616,no,no,telephone,28,jul,1009,7,-1,0,unknown,yes
311,30,technician,single,secondary,no,194,no,yes,cellular,27,aug,60,3,-1,0,unknown,no
312,38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,no
313,23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,100,2,-1,0,unknown,yes
314,30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,-1,0,unknown,yes
315,50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,no
316,19,student,single,unknown,no,60,no,no,cellular,14,aug,253,1,-1,0,unknown,no
317,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes
318,73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
319,35,blue-collar,married,secondary,no,126,yes,no,cellular,16,apr,472,1,-1,0,unknown,no
320,34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,2,-1,0,unknown,no
321,53,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jul,241,8,-1,0,unknown,no
322,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success,yes
323,52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no
324,42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,3,-1,0,unknown,yes
325,67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,yes
326,40,services,married,primary,no,-9,yes,no,unknown,15,may,920,2,-1,0,unknown,yes
327,64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,-1,0,unknown,yes
328,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown,no
329,30,self-employed,single,secondary,no,5223,no,no,cellular,14,oct,404,2,-1,0,unknown,no
330,76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
331,28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
332,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,no
333,52,management,married,tertiary,no,1453,no,no,telephone,29,jul,254,21,-1,0,unknown,no
334,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
335,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,yes
336,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,726,3,-1,0,unknown,yes
337,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown,yes
338,28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,-1,0,unknown,yes
339,31,admin.,married,secondary,no,8784,yes,no,unknown,21,may,63,2,-1,0,unknown,no
340,29,technician,single,tertiary,no,542,yes,no,unknown,9,may,338,3,-1,0,unknown,no
341,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
342,53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,unknown,yes
343,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
344,34,management,single,tertiary,no,1190,no,no,cellular,3,feb,18,7,-1,0,unknown,no
345,34,management,married,tertiary,no,402,no,no,cellular,26,may,147,1,-1,0,unknown,no
346,55,unknown,married,secondary,no,1157,no,no,cellular,12,jul,289,1,412,2,failure,no
347,30,admin.,single,secondary,no,-548,yes,yes,cellular,28,jul,70,2,-1,0,unknown,no
348,29,admin.,single,secondary,no,613,yes,no,unknown,19,jun,779,1,-1,0,unknown,no
349,46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,129,2,failure,yes
350,34,blue-collar,married,secondary,no,34,no,no,cellular,30,jan,379,1,-1,0,unknown,no
351,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
352,32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,unknown,yes
353,38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,1,-1,0,unknown,no
354,46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,yes
355,43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,2,85,1,success,yes
356,31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,yes
357,48,admin.,married,secondary,no,1131,no,yes,cellular,8,may,49,1,-1,0,unknown,no
358,34,admin.,single,secondary,no,66,yes,no,unknown,26,may,237,1,-1,0,unknown,no
359,56,management,divorced,tertiary,no,505,no,no,cellular,9,feb,108,2,199,3,other,no
360,32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276,2,failure,yes
361,31,technician,married,tertiary,no,120,no,no,cellular,8,aug,1000,1,-1,0,unknown,yes
362,32,management,single,tertiary,no,111,yes,no,unknown,8,may,162,2,-1,0,unknown,no
363,35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,83,2,144,1,failure,no
364,30,management,single,tertiary,no,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,yes
365,64,retired,married,primary,no,43,no,no,cellular,10,dec,232,1,-1,0,unknown,yes
366,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,-1,0,unknown,yes
367,34,technician,divorced,secondary,no,8,yes,no,cellular,6,may,569,2,-1,0,unknown,no
368,44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,1,366,4,failure,yes
369,36,management,married,tertiary,no,3949,no,no,cellular,28,jan,130,2,-1,0,unknown,yes
370,43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,-1,0,unknown,yes
371,33,blue-collar,married,secondary,no,-112,yes,no,unknown,28,may,132,1,-1,0,unknown,no
372,43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,yes
373,36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,2,-1,0,unknown,yes
374,43,technician,married,secondary,no,3723,yes,no,cellular,11,aug,134,4,-1,0,unknown,no
375,50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
376,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
377,38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,2,-1,0,unknown,yes
378,55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,yes
379,33,blue-collar,married,secondary,no,263,yes,no,unknown,21,may,206,3,-1,0,unknown,no
380,32,blue-collar,single,secondary,no,6337,yes,no,cellular,19,nov,126,2,-1,0,unknown,no
381,34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,-1,0,unknown,yes
382,64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,yes
383,39,admin.,divorced,secondary,no,32,no,yes,unknown,20,jun,8,10,-1,0,unknown,no
384,79,retired,married,secondary,no,723,no,no,telephone,9,sep,276,1,79,3,failure,yes
385,44,services,married,secondary,no,-395,yes,no,cellular,5,may,894,1,-1,0,unknown,yes
386,50,blue-collar,married,unknown,no,605,yes,no,unknown,15,may,200,1,-1,0,unknown,no
387,43,services,married,secondary,no,122,yes,no,cellular,5,may,355,2,-1,0,unknown,no
388,60,admin.,married,unknown,no,738,no,no,unknown,19,may,529,3,-1,0,unknown,no
389,29,management,single,tertiary,no,765,no,no,cellular,16,nov,238,1,-1,0,unknown,yes
390,57,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,-1,0,unknown,no
391,27,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102,5,-1,0,unknown,no
392,33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,other,no
393,35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,3,-1,0,unknown,yes
394,59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,982,1,-1,0,unknown,yes
395,57,admin.,divorced,secondary,no,3100,no,yes,cellular,29,jul,165,2,-1,0,unknown,no
396,61,retired,married,secondary,no,569,no,no,cellular,4,aug,219,1,-1,0,unknown,yes
397,50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,-1,0,unknown,yes
398,33,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,1,-1,0,unknown,no
399,31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,1,96,1,success,yes
400,39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes
401,41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,-1,0,unknown,no
402,38,student,single,unknown,no,64,no,no,cellular,6,aug,789,1,-1,0,unknown,no
403,40,management,single,tertiary,no,171,no,no,cellular,19,aug,1241,3,-1,0,unknown,no
404,30,management,married,tertiary,no,1195,no,no,cellular,18,jul,146,2,-1,0,unknown,no
405,28,technician,single,unknown,no,0,yes,no,cellular,27,oct,96,1,267,1,failure,yes
406,43,self-employed,married,tertiary,no,3003,no,no,cellular,8,aug,358,3,-1,0,unknown,no
407,38,admin.,married,secondary,no,1839,no,no,unknown,23,may,63,2,-1,0,unknown,no
408,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown,yes
409,48,blue-collar,married,primary,no,2227,no,no,cellular,18,aug,98,12,-1,0,unknown,no
410,35,technician,married,secondary,no,6,yes,no,cellular,11,may,204,2,348,2,failure,no
411,32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
412,37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
413,44,management,single,tertiary,yes,12,yes,no,cellular,19,nov,126,2,-1,0,unknown,no
414,34,admin.,married,tertiary,no,1636,yes,yes,cellular,6,sep,136,1,521,2,failure,no
415,34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,-1,0,unknown,yes
416,73,retired,married,primary,no,508,no,no,cellular,14,jun,154,4,97,1,success,no
417,52,management,married,tertiary,no,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no
418,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
419,41,blue-collar,married,primary,no,6596,yes,no,cellular,20,nov,88,1,-1,0,unknown,no
420,30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
421,47,admin.,married,secondary,no,996,no,no,telephone,29,aug,247,2,-1,0,unknown,no
422,37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no
423,34,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no
424,55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,yes
425,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,yes
426,29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success,yes
427,51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,21,nov,41,1,-1,0,unknown,no
428,29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,-1,0,unknown,yes
429,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
430,37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,failure,yes
431,54,management,married,tertiary,no,1114,yes,no,cellular,21,nov,1195,2,175,1,other,no
432,48,management,married,secondary,no,268,yes,no,cellular,28,jul,458,7,-1,0,unknown,yes
433,21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,-1,0,unknown,yes
434,29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,no
435,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,-1,0,unknown,yes
436,42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown,no
437,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
438,49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown,yes
439,42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,61,2,-1,0,unknown,no
440,40,unemployed,single,secondary,no,1744,yes,no,unknown,21,may,465,11,-1,0,unknown,no
441,46,management,married,tertiary,no,0,yes,no,cellular,14,jul,247,2,-1,0,unknown,no
442,47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,163,8,-1,0,unknown,no
443,33,services,married,secondary,no,387,yes,no,cellular,7,apr,327,2,138,2,failure,no
444,52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no
445,25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,no
446,55,unemployed,married,secondary,no,-246,no,yes,cellular,8,jul,305,2,-1,0,unknown,no
447,56,technician,single,secondary,no,3499,yes,no,unknown,29,may,248,3,-1,0,unknown,no
448,51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,-1,0,unknown,yes
449,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown,yes
450,31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
451,21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,yes
452,28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other,no
453,56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no
454,53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure,yes
455,25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,yes
456,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
457,46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,1102,2,-1,0,unknown,yes
458,30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
459,41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,unknown,yes
460,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1205,1,-1,0,unknown,yes
461,36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,38,1,-1,0,unknown,no
462,33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,yes
463,48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
464,30,technician,single,tertiary,no,1289,yes,no,unknown,21,may,1697,2,-1,0,unknown,yes
465,37,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,21,3,-1,0,unknown,no
466,28,management,single,tertiary,no,278,no,yes,cellular,29,jan,194,1,-1,0,unknown,no
467,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown,no
468,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,yes
469,35,technician,married,secondary,no,198,no,no,cellular,27,aug,282,13,-1,0,unknown,no
470,39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,no
471,36,services,single,unknown,no,281,yes,no,unknown,16,may,515,1,-1,0,unknown,yes
472,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
473,40,blue-collar,married,secondary,no,737,yes,no,unknown,30,may,135,2,-1,0,unknown,no
474,51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,-1,0,unknown,no
475,56,services,divorced,secondary,no,450,no,no,unknown,9,jun,47,1,-1,0,unknown,no
476,35,technician,married,secondary,no,905,no,yes,cellular,21,aug,114,2,-1,0,unknown,no
477,31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
478,52,management,married,unknown,no,1708,no,no,unknown,6,sep,310,1,75,4,failure,yes
479,44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,no
480,34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,8,-1,0,unknown,yes
481,45,student,single,unknown,no,1527,no,no,cellular,8,mar,132,1,-1,0,unknown,yes
482,35,management,married,unknown,no,2326,yes,yes,cellular,16,sep,319,1,-1,0,unknown,yes
483,74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
484,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes
485,76,retired,married,secondary,no,4112,no,no,telephone,23,oct,282,2,-1,0,unknown,yes
486,41,services,married,secondary,no,804,yes,no,unknown,20,may,127,8,-1,0,unknown,no
487,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes
488,22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,3,192,1,failure,yes
489,28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
490,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
491,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes
492,47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,943,2,-1,0,unknown,yes
493,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
494,47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,yes
495,55,retired,married,secondary,no,1431,no,yes,cellular,28,jan,107,1,-1,0,unknown,no
496,30,management,single,tertiary,no,222,yes,no,cellular,12,aug,112,4,-1,0,unknown,no
497,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
498,38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no
499,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,unknown,yes
500,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,no
501,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
502,36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,-1,0,unknown,yes
503,28,blue-collar,single,secondary,no,1011,yes,no,cellular,20,apr,204,3,-1,0,unknown,no
504,31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes
505,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,yes
506,49,services,married,secondary,no,66,yes,yes,cellular,21,nov,59,4,-1,0,unknown,no
507,37,entrepreneur,married,secondary,no,-170,yes,no,unknown,28,may,39,1,-1,0,unknown,no
508,46,management,single,tertiary,no,593,yes,no,cellular,29,jan,190,3,-1,0,unknown,no
509,40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes
510,34,management,married,secondary,no,56,yes,no,cellular,20,nov,311,3,183,1,failure,no
511,24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
512,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,yes
513,32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,11,-1,0,unknown,yes
514,29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
515,28,blue-collar,married,secondary,no,708,yes,no,unknown,6,jun,339,5,-1,0,unknown,no
516,46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129,3,other,yes
517,47,services,single,secondary,no,3644,no,no,unknown,9,jun,83,2,-1,0,unknown,no
518,60,admin.,divorced,secondary,no,683,no,no,cellular,8,nov,507,1,-1,0,unknown,no
519,31,technician,single,secondary,no,147,yes,no,unknown,7,may,374,1,-1,0,unknown,no
520,46,technician,married,secondary,no,863,yes,no,cellular,3,feb,67,3,-1,0,unknown,no
